% This file contains an extracted local summary of land-surface 
% temperature results produced by the Berkeley Earth averaging 
% method for the location: 
% 
%    49.03 N, 2.45 E
% 
% The Berkeley Earth method takes temperature observations from a large 
% collection of weather monitoring stations and produces an estimate of 
% the underlying global temperature field across all of the Earth's 
% land areas.  Once this temperature field has been generated, it is 
% possible to estimate the temperature evolution of individual locations 
% simply by sampling the field at the locaiton in question.  This 
% file contains such a local estimate.
% 
% Temperatures are in Celsius and reported as anomalies relative to the 
% Jan 1951-Dec 1980 average.  Uncertainties represent the 95% confidence 
% interval for statistical noise and spatial undersampling effects.  Such 
% uncertainties are expected to account for the effects of random 
% noise as well as random biases affecting station trends and random 
% shifts in station baselines.  The analysis framework is expected to be 
% robust against most forms of bias; however, the impact of some forms of 
% possible systematic bias is still being studied.
% 
% The current dataset presented here is described as: 
% 
%   Berkeley Earth analysis for mean temperature on complete dataset
% 
% 
% This analysis was run on 06-Jan-2021 15:35:34
% 
% Global results are based on 50564 time series 
%   with 20694236 data points
% 
% The current location is characterized by: 
%%   Location: 49.03 N, 2.45 E
%%   Country: France
%%   Nearby Cities: Paris, Amiens, Boulogne-Billancourt, Argenteuil, Montreuil
%%   Percent water in local neighborhood: 0.0 %
%%   Temperature stations within 200 km: 66
%%   Temperature obeservations within 200 km: 26243
% 
% Note that all results reported here are derived from the full field 
% analysis and may use information from stations a great distance from the 
% target location when more local sources are not available.  In general, 
% the temperature anomaly field has significant correlation extending over 
% greater than 1000 km, which allows even distant stations to provide some 
% insight at times when local coverage may be lacking. 
% 
%% Estimated Jan 1951-Dec 1980 absolute temperature (C): 10.34 +/- 0.15
% 
% Estimated Jan 1951-Dec 1980 monthly absolute temperature (C):
%      Jan    Feb    Mar    Apr    May    Jun    Jul    Aug    Sep    Oct    Nov    Dec
%%       2.82   3.84   6.49   9.15  13.02  16.17  18.08  17.81  15.36  11.05   6.41   3.83
%% +/-   0.26   0.24   0.19   0.16   0.19   0.22   0.24   0.24   0.21   0.16   0.19   0.25
% 
% For each month, we report the estimated land-surface anomaly for that 
% month and its uncertainty.  We also report the corresponding values for 
% year, five-year, ten-year, and twenty-year moving averages CENTERED about 
% that month (rounding down if the center is in between months).  For example, 
% the annual average from January to December 1950 is reported at June 1950. 
% 
% Values are reported as missing (i.e. NaN) when station coverage near 
% this location becomes too low.  Time averages over intervals with some 
% missing data will be reported as long as at least 75% of the necessary 
% values are available.
% 
%                  Monthly          Annual          Five-year        Ten-year        Twenty-year
Year-Month;AnomalyMonth;AnomalyMonthErr;AnomalyYear;AnomalyYearErr;AnomalyFive;AnomalyFiveErr;AnomlyTen;AnomalyTenErr;AnomalyTwenty;AnomalyTwentyErr
1963-11;2.862;0.217;-0.279;0.055;-0.416;0.061;0.039;0.062;-0.022;0.052
1963-12;-3.720;0.353;-0.248;0.052;-0.395;0.063;0.011;0.063;-0.034;0.052
1964-01;-2.156;0.274;-0.152;0.062;-0.405;0.063;0.032;0.063;-0.010;0.051
1964-02;1.522;0.225;0.032;0.058;-0.423;0.063;0.017;0.063;0.007;0.051
1964-03;-1.543;0.181;0.154;0.085;-0.468;0.065;0.001;0.064;0.006;0.051
1964-04;0.313;0.289;-0.001;0.093;-0.461;0.062;-0.008;0.065;0.012;0.050
1964-05;1.800;0.170;-0.198;0.103;-0.476;0.061;-0.014;0.065;0.010;0.050
1964-06;0.305;0.240;0.001;0.116;-0.448;0.061;-0.027;0.065;0.011;0.050
1964-07;1.086;0.418;0.220;0.128;-0.469;0.062;-0.035;0.064;0.015;0.049
1964-08;0.512;0.260;-0.112;0.124;-0.431;0.061;-0.043;0.065;0.023;0.049
1964-09;1.192;0.248;0.035;0.118;-0.359;0.061;-0.054;0.065;0.020;0.049
1964-10;-2.181;0.243;-0.017;0.114;-0.369;0.061;-0.048;0.065;-0.000;0.049
1964-11;0.493;0.216;-0.176;0.118;-0.347;0.064;-0.046;0.065;-0.000;0.049
1964-12;-1.329;0.148;-0.200;0.131;-0.346;0.063;-0.090;0.066;0.004;0.049
1965-01;0.475;0.300;-0.445;0.123;-0.300;0.066;-0.085;0.065;0.019;0.049
1965-02;-2.461;0.225;-0.562;0.122;-0.296;0.067;-0.089;0.066;0.030;0.050
1965-03;0.221;0.115;-0.810;0.103;-0.284;0.064;-0.122;0.066;0.036;0.049
1965-04;-0.313;0.179;-0.609;0.106;-0.263;0.062;-0.140;0.066;0.032;0.049
1965-05;-0.114;0.237;-0.732;0.109;-0.249;0.061;-0.148;0.066;0.031;0.049
1965-06;0.020;0.332;-0.478;0.115;-0.214;0.062;-0.140;0.064;0.029;0.049
1965-07;-1.856;0.319;-0.648;0.099;-0.110;0.065;-0.135;0.065;0.028;0.049
1965-08;-0.897;0.140;-0.099;0.099;-0.025;0.067;-0.125;0.065;0.035;0.049
1965-09;-1.776;0.165;-0.131;0.097;-0.017;0.068;-0.107;0.065;0.038;0.049
1965-10;0.227;0.247;0.026;0.095;-0.013;0.069;-0.106;0.065;0.037;0.049
1965-11;-0.986;0.329;0.038;0.108;-0.020;0.070;-0.104;0.065;0.036;0.049
1965-12;1.727;0.258;0.158;0.120;-0.022;0.070;-0.111;0.064;0.020;0.048
1966-01;-1.570;0.251;0.204;0.108;-0.030;0.072;-0.110;0.063;0.023;0.048
1966-02;4.125;0.196;0.202;0.116;-0.006;0.074;-0.140;0.064;0.056;0.048
1966-03;-0.154;0.228;0.392;0.130;-0.003;0.077;-0.177;0.063;0.049;0.047
1966-04;1.566;0.249;0.471;0.118;0.035;0.077;-0.191;0.063;0.054;0.047
1966-05;0.025;0.312;0.428;0.104;-0.025;0.077;-0.171;0.064;0.056;0.048
1966-06;1.468;0.374;0.406;0.098;-0.004;0.078;-0.183;0.064;0.082;0.048
1966-07;-1.307;0.281;0.580;0.099;0.070;0.081;-0.165;0.065;0.097;0.047
1966-08;-0.926;0.143;0.401;0.094;0.010;0.081;-0.163;0.064;0.114;0.046
1966-09;0.508;0.267;0.510;0.101;0.034;0.082;-0.191;0.065;0.107;0.046
1966-10;1.174;0.229;0.320;0.086;0.030;0.081;-0.195;0.065;0.114;0.046
1966-11;-1.506;0.122;0.288;0.090;0.009;0.080;-0.198;0.065;0.121;0.046
1966-12;1.463;0.237;0.110;0.090;-0.007;0.079;-0.191;0.065;0.106;0.045
1967-01;0.524;0.294;0.360;0.090;-0.003;0.076;-0.208;0.066;0.109;0.045
1967-02;1.980;0.264;0.435;0.099;-0.007;0.080;-0.194;0.066;0.106;0.044
1967-03;1.150;0.140;0.381;0.083;-0.016;0.081;-0.153;0.065;0.099;0.044
1967-04;-0.711;0.310;0.413;0.087;0.047;0.083;-0.152;0.066;0.093;0.044
1967-05;-0.357;0.269;0.499;0.089;0.045;0.084;-0.146;0.066;0.098;0.043
1967-06;-0.678;0.176;0.291;0.090;0.012;0.086;-0.157;0.065;0.088;0.043
1967-07;1.704;0.277;0.277;0.090;0.019;0.083;-0.147;0.067;0.083;0.044
1967-08;-0.029;0.236;0.067;0.100;0.061;0.084;-0.152;0.066;0.082;0.044
1967-09;-0.140;0.177;0.012;0.100;0.017;0.084;-0.165;0.064;0.080;0.046
1967-10;1.556;0.204;0.123;0.093;-0.006;0.083;-0.173;0.064;0.086;0.046
1967-11;-0.477;0.246;0.031;0.090;0.006;0.085;-0.159;0.064;0.089;0.046
1967-12;-1.026;0.246;0.071;0.094;0.040;0.084;-0.129;0.063;0.099;0.045
1968-01;0.350;0.240;-0.118;0.092;0.058;0.081;-0.082;0.062;0.097;0.045
1968-02;-0.533;0.164;-0.134;0.097;0.081;0.084;-0.041;0.061;0.086;0.044
1968-03;0.480;0.192;-0.132;0.097;0.128;0.083;-0.044;0.060;0.100;0.044
1968-04;0.623;0.256;-0.101;0.099;0.125;0.084;-0.060;0.060;0.100;0.045
1968-05;-1.459;0.221;-0.123;0.092;0.176;0.082;-0.049;0.060;0.097;0.045
1968-06;-0.201;0.191;-0.238;0.104;0.120;0.082;-0.038;0.059;0.095;0.046
1968-07;-0.563;0.137;-0.080;0.112;0.153;0.081;-0.037;0.060;0.092;0.046
1968-08;-0.218;0.143;-0.208;0.132;0.091;0.082;-0.003;0.061;0.085;0.046
1968-09;-0.118;0.169;-0.255;0.135;0.050;0.083;0.010;0.062;0.076;0.046
1968-10;1.932;0.227;-0.302;0.137;0.046;0.083;0.005;0.061;0.079;0.045
1968-11;-0.745;0.233;-0.138;0.128;0.074;0.084;-0.022;0.061;0.079;0.045
1968-12;-2.401;0.395;-0.173;0.121;0.029;0.084;0.008;0.061;0.078;0.045
1969-01;2.238;0.239;-0.014;0.117;0.075;0.085;0.056;0.060;0.061;0.045
1969-02;-2.064;0.275;0.026;0.139;0.096;0.083;0.056;0.060;0.057;0.044
1969-03;-0.089;0.194;0.089;0.139;0.086;0.081;0.074;0.060;0.048;0.045
1969-04;0.058;0.240;0.063;0.152;0.071;0.083;0.077;0.059;0.040;0.044
1969-05;0.516;0.129;0.155;0.144;0.080;0.085;0.056;0.059;0.033;0.045
1969-06;-0.625;0.158;0.077;0.134;0.065;0.086;0.052;0.059;0.029;0.045
1969-07;1.347;0.247;-0.033;0.125;0.053;0.085;0.035;0.057;0.019;0.045
1969-08;0.268;0.276;0.141;0.115;0.043;0.088;0.038;0.059;0.010;0.045
1969-09;0.629;0.223;-0.048;0.114;0.054;0.085;0.017;0.057;0.002;0.044
1969-10;1.623;0.384;-0.197;0.108;0.064;0.086;0.006;0.057;0.002;0.044
1969-11;0.358;0.210;-0.187;0.111;0.056;0.085;0.011;0.057;0.002;0.044
1969-12;-3.337;0.205;0.035;0.113;0.033;0.084;0.050;0.057;0.003;0.044
1970-01;0.922;0.149;-0.142;0.109;0.006;0.083;0.078;0.056;-0.005;0.043
1970-02;0.027;0.173;-0.125;0.115;-0.009;0.083;0.112;0.055;0.002;0.043
1970-03;-2.368;0.166;-0.090;0.106;-0.045;0.079;0.100;0.054;-0.006;0.043
1970-04;-1.726;0.237;-0.219;0.124;-0.083;0.081;0.101;0.052;-0.010;0.042
1970-05;0.639;0.164;-0.076;0.113;-0.069;0.081;0.092;0.051;-0.020;0.042
1970-06;2.032;0.334;0.065;0.107;-0.045;0.079;0.088;0.051;-0.028;0.041
1970-07;-0.769;0.160;0.023;0.099;-0.054;0.076;0.110;0.050;-0.029;0.041
1970-08;0.464;0.187;0.054;0.108;-0.057;0.073;0.140;0.050;-0.023;0.040
1970-09;1.049;0.142;0.034;0.105;-0.071;0.073;0.159;0.051;-0.014;0.040
1970-10;0.081;0.168;0.285;0.108;-0.107;0.071;0.142;0.051;-0.018;0.040
1970-11;2.074;0.260;0.374;0.111;-0.077;0.070;0.149;0.050;-0.031;0.040
1970-12;-1.644;0.165;0.106;0.117;-0.054;0.067;0.121;0.049;-0.031;0.040
1971-01;0.421;0.207;0.290;0.122;-0.044;0.067;0.146;0.049;-0.028;0.039
1971-02;0.391;0.271;0.280;0.113;0.000;0.067;0.115;0.049;-0.051;0.039
1971-03;-2.599;0.114;0.185;0.110;0.024;0.064;0.107;0.048;-0.045;0.039
1971-04;1.279;0.233;0.201;0.114;-0.024;0.062;0.091;0.048;-0.055;0.039
1971-05;1.707;0.287;-0.053;0.114;-0.018;0.060;0.103;0.048;-0.052;0.039
1971-06;-1.188;0.171;0.131;0.113;0.019;0.059;0.124;0.047;-0.057;0.039
1971-07;1.450;0.235;0.078;0.113;0.043;0.056;0.161;0.044;-0.056;0.039
1971-08;0.339;0.166;0.160;0.094;0.101;0.054;0.184;0.042;-0.054;0.038
1971-09;-0.088;0.247;0.528;0.075;0.115;0.052;0.176;0.042;-0.065;0.039
1971-10;0.271;0.202;0.412;0.075;0.123;0.049;0.175;0.042;-0.071;0.039
1971-11;-0.976;0.205;0.198;0.074;0.103;0.048;0.189;0.043;-0.065;0.038
1971-12;0.562;0.188;0.126;0.077;0.111;0.048;0.162;0.043;-0.067;0.038
1972-01;-0.217;0.209;0.013;0.078;0.073;0.048;0.162;0.044;-0.071;0.038
1972-02;1.375;0.189;-0.091;0.078;0.082;0.047;0.167;0.044;-0.066;0.038
1972-03;1.821;0.271;-0.276;0.074;0.051;0.045;0.172;0.043;-0.053;0.037
1972-04;-0.111;0.177;-0.361;0.082;-0.034;0.047;0.167;0.042;-0.054;0.037
1972-05;-0.859;0.229;-0.248;0.078;-0.023;0.047;0.166;0.041;-0.044;0.036
1972-06;-2.054;0.346;-0.260;0.080;0.088;0.047;0.162;0.041;-0.034;0.035
1972-07;0.089;0.299;-0.258;0.067;0.138;0.046;0.145;0.041;-0.022;0.036
1972-08;-0.908;0.201;-0.434;0.063;0.164;0.046;0.136;0.043;-0.021;0.035
1972-09;-2.304;0.375;-0.612;0.053;0.183;0.045;0.127;0.043;-0.008;0.033
1972-10;-0.746;0.326;-0.735;0.056;0.207;0.045;0.127;0.043;-0.010;0.032
1972-11;0.378;0.303;-0.635;0.051;0.177;0.045;0.135;0.043;0.003;0.032
1972-12;0.411;0.131;-0.364;0.059;0.136;0.045;0.158;0.042;0.018;0.032
1973-01;-0.191;0.218;-0.368;0.061;0.162;0.047;0.157;0.043;0.056;0.031
1973-02;-0.728;0.323;-0.089;0.051;0.199;0.050;0.155;0.043;0.072;0.031
1973-03;-0.322;0.177;0.212;0.053;0.189;0.053;0.160;0.042;0.074;0.031
1973-04;-1.583;0.310;0.197;0.049;0.159;0.053;0.143;0.042;0.072;0.031
1973-05;0.344;0.140;0.134;0.063;0.122;0.055;0.154;0.042;0.070;0.031
1973-06;1.198;0.265;0.083;0.045;0.121;0.052;0.147;0.041;0.076;0.031
1973-07;0.030;0.294;0.404;0.056;0.139;0.054;0.141;0.043;0.094;0.030
1973-08;2.447;0.383;0.585;0.056;0.139;0.055;0.131;0.043;0.108;0.030
1973-09;1.301;0.230;0.672;0.062;0.163;0.054;0.128;0.044;0.110;0.030
1973-10;-0.920;0.268;0.852;0.080;0.137;0.055;0.117;0.044;0.112;0.030
1973-11;-0.377;0.124;0.765;0.082;0.132;0.056;0.119;0.044;0.102;0.030
1973-12;-0.203;0.256;0.653;0.083;0.219;0.059;0.145;0.045;0.119;0.029
1974-01;3.655;0.231;0.572;0.074;0.246;0.058;0.090;0.044;0.134;0.029
1974-02;1.451;0.204;0.435;0.072;0.271;0.059;0.096;0.043;0.126;0.029
1974-03;0.717;0.255;0.222;0.089;0.265;0.059;0.094;0.042;0.127;0.029
1974-04;0.582;0.164;0.009;0.091;0.278;0.061;0.089;0.041;0.127;0.029
1974-05;-0.705;0.181;0.126;0.099;0.297;0.063;0.080;0.043;0.110;0.029
1974-06;-0.146;0.224;0.422;0.117;0.258;0.063;0.086;0.043;0.107;0.029
1974-07;-0.942;0.224;0.442;0.128;0.271;0.064;0.073;0.044;0.104;0.028
1974-08;0.804;0.449;0.456;0.146;0.290;0.065;0.063;0.045;0.105;0.028
1974-09;-1.248;0.379;0.294;0.134;0.289;0.063;0.057;0.045;0.097;0.028
1974-10;-3.477;0.207;0.223;0.133;0.271;0.063;0.052;0.047;0.109;0.027
1974-11;1.028;0.180;0.182;0.134;0.276;0.064;0.051;0.045;0.121;0.027
1974-12;3.341;0.329;0.157;0.118;0.291;0.067;0.097;0.045;0.128;0.027
1975-01;3.897;0.302;0.305;0.120;0.285;0.069;0.075;0.045;0.107;0.027
1975-02;1.623;0.283;0.460;0.132;0.282;0.070;0.094;0.045;0.111;0.026
1975-03;-1.225;0.247;0.603;0.120;0.298;0.069;0.110;0.045;0.104;0.026
1975-04;-0.278;0.221;0.750;0.113;0.338;0.069;0.119;0.045;0.108;0.026
1975-05;-1.187;0.232;0.651;0.105;0.339;0.072;0.108;0.045;0.110;0.025
1975-06;-0.454;0.343;0.231;0.088;0.361;0.070;0.084;0.045;0.105;0.025
1975-07;0.836;0.270;0.030;0.086;0.369;0.071;0.077;0.044;0.116;0.025
1975-08;2.667;0.376;-0.074;0.078;0.368;0.069;0.079;0.047;0.116;0.025
1975-09;0.469;0.246;-0.068;0.075;0.390;0.068;0.079;0.047;0.129;0.024
1975-10;-1.718;0.124;-0.069;0.075;0.394;0.068;0.070;0.046;0.129;0.024
1975-11;-0.157;0.119;0.149;0.078;0.385;0.070;0.042;0.047;0.121;0.024
1975-12;-1.706;0.211;0.521;0.088;0.348;0.071;0.050;0.046;0.121;0.024
1976-01;1.490;0.255;0.710;0.079;0.327;0.073;0.053;0.045;0.132;0.023
1976-02;0.378;0.198;0.642;0.097;0.263;0.073;0.039;0.045;0.088;0.023
1976-03;-1.151;0.166;0.562;0.108;0.232;0.071;0.087;0.045;0.085;0.024
1976-04;-0.299;0.175;0.793;0.098;0.257;0.071;0.081;0.047;0.069;0.024
1976-05;1.430;0.298;0.823;0.103;0.256;0.070;0.066;0.045;0.072;0.024
1976-06;4.008;0.324;0.816;0.105;0.271;0.072;0.069;0.046;0.072;0.024
1976-07;3.115;0.680;0.739;0.113;0.137;0.069;0.053;0.046;0.079;0.024
1976-08;1.842;0.481;0.917;0.111;0.090;0.069;0.055;0.046;0.081;0.023
1976-09;-0.487;0.190;1.161;0.116;0.074;0.068;0.061;0.045;0.068;0.023
1976-10;1.057;0.257;1.084;0.105;0.054;0.065;0.053;0.045;0.072;0.022
1976-11;0.204;0.154;0.917;0.133;0.057;0.066;0.068;0.046;0.085;0.022
1976-12;-1.792;0.163;0.488;0.137;0.061;0.064;0.058;0.046;0.085;0.023
1977-01;0.564;0.166;0.205;0.105;0.074;0.064;0.065;0.044;0.061;0.023
1977-02;2.518;0.186;-0.040;0.091;0.045;0.065;0.061;0.045;0.050;0.023
1977-03;1.775;0.200;-0.109;0.091;0.064;0.062;0.047;0.044;0.036;0.023
1977-04;-1.225;0.311;-0.060;0.095;0.139;0.062;0.045;0.044;0.049;0.022
1977-05;-0.570;0.507;-0.039;0.103;0.125;0.057;0.058;0.042;0.043;0.023
1977-06;-1.145;0.258;0.255;0.102;0.105;0.056;0.090;0.043;0.042;0.023
1977-07;-0.275;0.223;0.230;0.101;0.012;0.055;0.104;0.043;0.034;0.023
1977-08;-1.101;0.258;-0.046;0.097;0.024;0.057;0.111;0.043;0.036;0.023
1977-09;-1.319;0.192;-0.110;0.097;0.037;0.059;0.149;0.043;0.044;0.023
1977-10;1.641;0.187;-0.118;0.097;0.032;0.060;0.153;0.043;0.041;0.022
1977-11;0.460;0.273;-0.086;0.097;0.040;0.059;0.164;0.044;0.043;0.022
1977-12;1.742;0.280;-0.078;0.088;0.032;0.060;0.166;0.044;0.049;0.022
1978-01;0.263;0.246;-0.157;0.124;-0.008;0.059;0.194;0.044;0.063;0.023
1978-02;-0.796;0.247;-0.183;0.123;-0.042;0.064;0.186;0.044;0.069;0.023
1978-03;0.999;0.135;-0.117;0.119;-0.031;0.065;0.192;0.043;0.068;0.023
1978-04;-1.319;0.243;-0.205;0.112;-0.019;0.064;0.203;0.042;0.069;0.023
1978-05;-0.179;0.218;-0.281;0.108;-0.038;0.064;0.189;0.041;0.081;0.023
1978-06;-1.054;0.141;-0.368;0.109;-0.022;0.062;0.190;0.042;0.082;0.022
1978-07;-1.219;0.421;-0.756;0.089;-0.033;0.061;0.225;0.041;0.080;0.022
1978-08;-1.417;0.205;-0.802;0.074;-0.061;0.059;0.219;0.041;0.083;0.022
1978-09;-0.529;0.166;-0.909;0.076;0.011;0.062;0.210;0.039;0.083;0.022
1978-10;0.584;0.198;-0.850;0.054;0.025;0.062;0.219;0.039;0.079;0.021
1978-11;-0.443;0.263;-0.876;0.069;0.001;0.062;0.226;0.037;0.079;0.022
1978-12;0.694;0.270;-0.781;0.077;-0.081;0.060;0.230;0.038;0.101;0.021
1979-01;-4.394;0.135;-0.696;0.067;-0.140;0.054;0.212;0.036;0.097;0.021
1979-02;-1.348;0.149;-0.654;0.055;-0.160;0.049;0.197;0.036;0.112;0.020
1979-03;-0.280;0.171;-0.619;0.066;-0.142;0.049;0.180;0.036;0.125;0.021
1979-04;-0.617;0.207;-0.582;0.075;-0.171;0.051;0.177;0.036;0.119;0.020
1979-05;-0.488;0.343;-0.529;0.073;-0.162;0.049;0.163;0.037;0.129;0.020
1979-06;0.081;0.270;-0.408;0.075;-0.142;0.050;0.163;0.037;0.134;0.020
1979-07;-0.194;0.221;-0.184;0.071;-0.141;0.049;0.173;0.037;0.136;0.020
1979-08;-0.915;0.316;0.126;0.074;-0.167;0.048;0.173;0.038;0.140;0.020
1979-09;-0.108;0.183;0.110;0.067;-0.195;0.048;0.177;0.037;0.142;0.020
1979-10;1.027;0.278;0.112;0.055;-0.180;0.046;0.211;0.037;0.145;0.020
1979-11;0.191;0.294;0.094;0.058;-0.160;0.045;0.230;0.036;0.142;0.020
1979-12;2.145;0.205;0.013;0.071;-0.111;0.044;0.207;0.037;0.159;0.021
1980-01;-1.698;0.188;-0.105;0.089;-0.077;0.048;0.136;0.035;0.165;0.021
1980-02;2.369;0.272;0.026;0.102;-0.059;0.047;0.110;0.036;0.185;0.021
1980-03;-0.476;0.331;0.130;0.115;-0.001;0.047;0.108;0.035;0.205;0.021
1980-04;-0.596;0.367;-0.038;0.127;-0.032;0.047;0.115;0.034;0.210;0.022
1980-05;-0.694;0.099;-0.163;0.139;-0.011;0.047;0.128;0.034;0.218;0.022
1980-06;-0.891;0.314;-0.404;0.137;-0.030;0.047;0.122;0.033;0.207;0.023
1980-07;-1.620;0.155;-0.193;0.133;0.019;0.044;0.122;0.033;0.215;0.022
1980-08;0.665;0.502;-0.502;0.121;0.004;0.041;0.093;0.034;0.226;0.024
1980-09;1.138;0.125;-0.198;0.113;-0.006;0.042;0.099;0.034;0.219;0.023
1980-10;-0.988;0.105;-0.100;0.095;0.013;0.040;0.115;0.035;0.228;0.023
1980-11;-1.311;0.216;-0.046;0.087;-0.008;0.041;0.094;0.034;0.222;0.024
1980-12;-0.743;0.243;-0.047;0.067;0.032;0.043;0.122;0.033;0.227;0.024
1981-01;0.836;0.248;0.053;0.058;0.122;0.040;0.117;0.035;0.230;0.024
1981-02;-1.338;0.115;0.049;0.042;0.175;0.039;0.062;0.034;0.215;0.025
1981-03;3.165;0.240;0.005;0.037;0.188;0.039;0.063;0.034;0.239;0.025
1981-04;0.579;0.182;0.029;0.037;0.180;0.039;0.046;0.033;0.233;0.026
1981-05;-0.040;0.163;0.202;0.038;0.196;0.039;0.040;0.035;0.220;0.025
1981-06;-0.902;0.172;0.216;0.036;0.190;0.038;0.021;0.033;0.217;0.025
1981-07;-0.425;0.127;0.195;0.051;0.287;0.038;-0.002;0.029;0.216;0.025
1981-08;0.617;0.159;0.387;0.052;0.304;0.037;-0.023;0.027;0.224;0.026
1981-09;0.608;0.207;0.131;0.050;0.286;0.037;-0.039;0.026;0.233;0.026
1981-10;-0.696;0.231;0.055;0.047;0.300;0.037;-0.032;0.026;0.230;0.025
1981-11;0.765;0.229;0.115;0.046;0.269;0.038;-0.019;0.026;0.234;0.026
1981-12;-0.572;0.241;0.337;0.042;0.264;0.038;0.008;0.026;0.228;0.026
1982-01;0.578;0.285;0.518;0.051;0.273;0.041;-0.039;0.026;0.229;0.026
1982-02;0.964;0.134;0.466;0.058;0.301;0.042;-0.067;0.025;0.227;0.026
1982-03;0.094;0.163;0.597;0.064;0.289;0.042;-0.100;0.025;0.226;0.026
1982-04;-0.326;0.155;0.637;0.068;0.284;0.043;-0.069;0.025;0.227;0.026
1982-05;0.670;0.168;0.717;0.078;0.336;0.046;-0.079;0.026;0.241;0.026
1982-06;1.765;0.128;0.814;0.078;0.308;0.048;-0.078;0.026;0.252;0.025
1982-07;1.754;0.227;1.034;0.079;0.259;0.046;-0.076;0.028;0.257;0.026
1982-08;-0.015;0.219;0.809;0.075;0.195;0.042;-0.065;0.028;0.270;0.026
1982-09;2.180;0.227;0.837;0.079;0.179;0.038;-0.039;0.029;0.278;0.026
1982-10;-0.219;0.155;0.847;0.087;0.199;0.037;-0.046;0.030;0.272;0.027
1982-11;1.726;0.338;0.673;0.087;0.216;0.036;-0.049;0.030;0.279;0.028
1982-12;0.599;0.309;0.637;0.097;0.212;0.036;-0.061;0.028;0.279;0.028
1983-01;3.217;0.253;0.841;0.093;0.253;0.035;-0.031;0.028;0.294;0.028
1983-02;-1.738;0.184;0.986;0.088;0.228;0.037;-0.017;0.028;0.292;0.028
1983-03;0.429;0.237;0.825;0.089;0.229;0.037;-0.023;0.028;0.296;0.027
1983-04;-0.201;0.216;0.856;0.092;0.248;0.040;-0.005;0.028;0.311;0.027
1983-05;-1.424;0.157;0.751;0.094;0.225;0.042;0.008;0.030;0.316;0.027
1983-06;1.339;0.226;0.729;0.119;0.266;0.040;0.017;0.031;0.316;0.026
1983-07;4.197;0.143;0.584;0.107;0.267;0.039;0.019;0.031;0.313;0.026
1983-08;1.733;0.158;0.701;0.099;0.185;0.040;0.035;0.032;0.301;0.026
1983-09;0.246;0.161;0.553;0.090;0.116;0.039;0.038;0.033;0.290;0.026
1983-10;0.153;0.295;0.585;0.071;0.067;0.040;0.041;0.035;0.288;0.026
1983-11;0.466;0.341;0.511;0.057;0.080;0.040;0.039;0.036;0.276;0.026
1983-12;0.336;0.243;0.380;0.064;0.123;0.042;0.058;0.037;0.286;0.027
1984-01;1.476;0.248;0.056;0.075;0.136;0.040;0.105;0.036;0.282;0.027
1984-02;-0.331;0.137;-0.022;0.066;0.115;0.039;0.127;0.036;0.279;0.028
1984-03;-1.351;0.110;-0.110;0.064;0.065;0.040;0.155;0.037;0.286;0.028
1984-04;0.180;0.388;-0.066;0.068;0.108;0.043;0.150;0.038;0.283;0.027
1984-05;-2.311;0.180;0.171;0.062;0.123;0.046;0.178;0.037;0.289;0.028
1984-06;-0.235;0.361;0.185;0.053;0.157;0.046;0.182;0.039;0.292;0.028
1984-07;0.312;0.265;-0.325;0.073;0.063;0.044;0.200;0.039;0.311;0.028
1984-08;0.792;0.228;-0.421;0.085;0.033;0.044;0.217;0.040;0.313;0.029
1984-09;-0.801;0.231;-0.426;0.074;-0.004;0.043;0.227;0.041;0.314;0.029
1984-10;0.677;0.221;-0.390;0.072;0.043;0.041;0.238;0.044;0.329;0.030
1984-11;3.313;0.192;-0.174;0.079;0.002;0.040;0.233;0.045;0.342;0.030
1984-12;0.499;0.266;-0.245;0.098;-0.046;0.039;0.222;0.047;0.338;0.030
1985-01;-4.638;0.330;-0.204;0.092;-0.075;0.038;0.255;0.048;0.329;0.031
1985-02;-1.486;0.180;-0.341;0.097;-0.071;0.037;0.276;0.048;0.338;0.031
1985-03;-1.409;0.179;-0.172;0.092;-0.077;0.036;0.300;0.047;0.343;0.030
1985-04;0.609;0.189;-0.215;0.110;-0.060;0.036;0.302;0.047;0.344;0.030
1985-05;0.278;0.235;-0.717;0.108;-0.087;0.038;0.327;0.045;0.352;0.030
1985-06;-1.086;0.229;-0.614;0.092;-0.092;0.040;0.330;0.044;0.353;0.030
1985-07;0.806;0.139;-0.156;0.080;-0.082;0.039;0.354;0.043;0.363;0.031
1985-08;-0.852;0.202;-0.550;0.081;-0.037;0.039;0.373;0.042;0.364;0.031
1985-09;1.225;0.278;-0.515;0.083;-0.040;0.037;0.358;0.042;0.357;0.031
1985-10;0.157;0.396;-0.762;0.080;-0.023;0.036;0.385;0.042;0.378;0.031
1985-11;-2.704;0.207;-0.726;0.078;0.024;0.035;0.401;0.042;0.381;0.032
1985-12;1.734;0.140;-0.494;0.080;0.001;0.036;0.404;0.043;0.384;0.032
1986-01;0.858;0.236;-0.531;0.074;-0.084;0.038;0.406;0.042;0.380;0.032
1986-02;-6.219;0.093;-0.512;0.068;-0.104;0.038;0.392;0.042;0.372;0.032
1986-03;-0.990;0.155;-0.818;0.056;-0.113;0.040;0.391;0.042;0.373;0.032
1986-04;-2.351;0.116;-0.670;0.065;-0.097;0.043;0.386;0.043;0.377;0.032
