STATION;NAME;MESS_DATUM;RSK;TAVG;TMAX;TMIN
RSM00029430;TOMSK/RS;19161214;0.10;2;;-11
RSM00029430;TOMSK/RS;19161215;0.00;-40;;-44
RSM00029430;TOMSK/RS;19161216;0.17;-30;;-50
RSM00029430;TOMSK/RS;19161217;0.02;-2;;-19
RSM00029430;TOMSK/RS;19161218;0.00;-12;;-22
RSM00029430;TOMSK/RS;19161219;0.00;-21;;-26
RSM00029430;TOMSK/RS;19161220;0.00;-22;;-26
RSM00029430;TOMSK/RS;19161221;0.00;-18;;-22
RSM00029430;TOMSK/RS;19161222;0.00;-25;;-27
RSM00029430;TOMSK/RS;19161223;0.00;-26;;-33
RSM00029430;TOMSK/RS;19161224;0.23;-14;;-27
RSM00029430;TOMSK/RS;19161225;0.03;-3;;-12
RSM00029430;TOMSK/RS;19161226;0.02;-21;;-27
RSM00029430;TOMSK/RS;19161227;0.00;-32;;-39
RSM00029430;TOMSK/RS;19161228;0.00;-33;;-42
RSM00029430;TOMSK/RS;19161229;0.00;-30;;-38
RSM00029430;TOMSK/RS;19161230;0.00;-35;;-38
RSM00029430;TOMSK/RS;19161231;0.00;-34;;-44
RSM00029430;TOMSK/RS;19170101;;-19;;
RSM00029430;TOMSK/RS;19170102;;-21;;
RSM00029430;TOMSK/RS;19170103;;-25;;
RSM00029430;TOMSK/RS;19170104;;-21;;
RSM00029430;TOMSK/RS;19170105;;-19;;
RSM00029430;TOMSK/RS;19170106;;-18;;
RSM00029430;TOMSK/RS;19170107;;-8;;
RSM00029430;TOMSK/RS;19170108;;0;;
RSM00029430;TOMSK/RS;19170109;;7;;
RSM00029430;TOMSK/RS;19170110;;2;;
RSM00029430;TOMSK/RS;19170111;;11;;
RSM00029430;TOMSK/RS;19170112;;4;;
RSM00029430;TOMSK/RS;19170113;;13;;
RSM00029430;TOMSK/RS;19170114;;17;;
RSM00029430;TOMSK/RS;19170115;;8;;
RSM00029430;TOMSK/RS;19170116;;20;;
RSM00029430;TOMSK/RS;19170117;;17;;
RSM00029430;TOMSK/RS;19170118;;22;;
RSM00029430;TOMSK/RS;19170119;;22;;
RSM00029430;TOMSK/RS;19170120;;24;;
RSM00029430;TOMSK/RS;19170121;;0;;
RSM00029430;TOMSK/RS;19170122;;-16;;
RSM00029430;TOMSK/RS;19170123;;-12;;
RSM00029430;TOMSK/RS;19170124;;-2;;
RSM00029430;TOMSK/RS;19170125;;0;;
RSM00029430;TOMSK/RS;19170126;;-9;;
RSM00029430;TOMSK/RS;19170127;;8;;
RSM00029430;TOMSK/RS;19170128;;4;;
RSM00029430;TOMSK/RS;19170129;;3;;
RSM00029430;TOMSK/RS;19170201;0.03;8;;-7
RSM00029430;TOMSK/RS;19170202;0.00;-16;;-20
RSM00029430;TOMSK/RS;19170203;0.00;-17;;-30
RSM00029430;TOMSK/RS;19170204;0.00;-8;;-20
RSM00029430;TOMSK/RS;19170205;0.00;-3;;-12
RSM00029430;TOMSK/RS;19170206;0.00;-3;;-15
RSM00029430;TOMSK/RS;19170207;0.00;-14;;-19
RSM00029430;TOMSK/RS;19170208;0.00;-24;;-29
RSM00029430;TOMSK/RS;19170209;0.48;-12;;-36
RSM00029430;TOMSK/RS;19170210;0.08;16;;3
RSM00029430;TOMSK/RS;19170211;0.00;17;;12
RSM00029430;TOMSK/RS;19170212;0.00;19;;14
RSM00029430;TOMSK/RS;19170213;0.28;22;;9
RSM00029430;TOMSK/RS;19170214;0.00;19;;11
RSM00029430;TOMSK/RS;19170215;0.02;9;;1
RSM00029430;TOMSK/RS;19170216;0.00;3;;-4
RSM00029430;TOMSK/RS;19170217;0.00;13;;0
RSM00029430;TOMSK/RS;19170218;0.01;25;;16
RSM00029430;TOMSK/RS;19170219;0.04;29;;20
RSM00029430;TOMSK/RS;19170220;0.00;5;;2
RSM00029430;TOMSK/RS;19170221;0.00;4;;-5
RSM00029430;TOMSK/RS;19170222;0.00;-12;;-16
RSM00029430;TOMSK/RS;19170223;0.00;-16;;-24
RSM00029430;TOMSK/RS;19170224;0.00;-10;;-34
RSM00029430;TOMSK/RS;19170225;0.00;0;;-14
RSM00029430;TOMSK/RS;19170226;0.00;7;;-10
RSM00029430;TOMSK/RS;19170227;0.01;18;;4
RSM00029430;TOMSK/RS;19170228;0.00;4;;-1
RSM00029430;TOMSK/RS;19170301;0.05;1;;-21
RSM00029430;TOMSK/RS;19170302;0.00;8;;-6
RSM00029430;TOMSK/RS;19170303;0.00;-5;;-15
RSM00029430;TOMSK/RS;19170304;0.00;-4;;-20
RSM00029430;TOMSK/RS;19170305;0.00;-3;;-14
RSM00029430;TOMSK/RS;19170306;0.04;-4;;-13
RSM00029430;TOMSK/RS;19170307;0.00;3;;-1
RSM00029430;TOMSK/RS;19170308;0.04;4;;-3
RSM00029430;TOMSK/RS;19170309;0.00;-19;;-23
RSM00029430;TOMSK/RS;19170310;0.03;-21;;-43
RSM00029430;TOMSK/RS;19170311;0.02;-1;;-13
RSM00029430;TOMSK/RS;19170312;0.00;10;;2
RSM00029430;TOMSK/RS;19170313;0.00;20;;8
RSM00029430;TOMSK/RS;19170314;0.02;30;;25
RSM00029430;TOMSK/RS;19170315;0.02;21;;17
RSM00029430;TOMSK/RS;19170316;0.00;3;;-5
RSM00029430;TOMSK/RS;19170317;0.00;9;;2
RSM00029430;TOMSK/RS;19170318;0.00;20;;-3
RSM00029430;TOMSK/RS;19170319;0.00;19;;10
RSM00029430;TOMSK/RS;19170320;0.00;30;;17
RSM00029430;TOMSK/RS;19170321;0.00;15;;11
RSM00029430;TOMSK/RS;19170322;0.00;15;;1
RSM00029430;TOMSK/RS;19170323;0.02;18;;-1
RSM00029430;TOMSK/RS;19170324;0.00;17;;-5
RSM00029430;TOMSK/RS;19170325;0.00;27;;11
RSM00029430;TOMSK/RS;19170326;0.00;30;;13
RSM00029430;TOMSK/RS;19170327;0.00;29;;15
RSM00029430;TOMSK/RS;19170328;0.03;33;;20
RSM00029430;TOMSK/RS;19170329;0.04;25;;21
RSM00029430;TOMSK/RS;19170330;0.15;31;;24
RSM00029430;TOMSK/RS;19170331;0.01;35;;32
RSM00029430;TOMSK/RS;19170401;0.13;32;;21
RSM00029430;TOMSK/RS;19170402;0.22;33;;31
RSM00029430;TOMSK/RS;19170403;0.04;31;;26
RSM00029430;TOMSK/RS;19170404;0.00;28;;22
RSM00029430;TOMSK/RS;19170405;0.19;33;;24
RSM00029430;TOMSK/RS;19170406;0.08;33;;29
RSM00029430;TOMSK/RS;19170407;0.00;28;;23
RSM00029430;TOMSK/RS;19170408;0.00;33;;21
RSM00029430;TOMSK/RS;19170409;0.00;34;;25
RSM00029430;TOMSK/RS;19170410;0.00;34;;26
RSM00029430;TOMSK/RS;19170411;0.00;38;;32
RSM00029430;TOMSK/RS;19170412;0.07;33;;26
RSM00029430;TOMSK/RS;19170413;0.00;24;;16
RSM00029430;TOMSK/RS;19170414;0.22;30;;20
RSM00029430;TOMSK/RS;19170415;0.22;34;;29
RSM00029430;TOMSK/RS;19170416;0.06;36;;33
RSM00029430;TOMSK/RS;19170417;0.06;37;;33
RSM00029430;TOMSK/RS;19170418;0.00;32;;29
RSM00029430;TOMSK/RS;19170419;0.00;29;;23
RSM00029430;TOMSK/RS;19170420;0.00;32;;20
RSM00029430;TOMSK/RS;19170421;0.00;37;;30
RSM00029430;TOMSK/RS;19170422;0.00;42;;27
RSM00029430;TOMSK/RS;19170423;0.00;33;;25
RSM00029430;TOMSK/RS;19170424;0.00;25;;16
RSM00029430;TOMSK/RS;19170425;0.00;32;;15
RSM00029430;TOMSK/RS;19170426;0.00;47;;33
RSM00029430;TOMSK/RS;19170427;0.00;49;;37
RSM00029430;TOMSK/RS;19170428;0.14;51;;44
RSM00029430;TOMSK/RS;19170429;0.00;41;;35
RSM00029430;TOMSK/RS;19170430;0.01;40;;34
RSM00029430;TOMSK/RS;19170501;0.16;40;;27
RSM00029430;TOMSK/RS;19170502;0.00;42;;34
RSM00029430;TOMSK/RS;19170503;0.00;46;;28
RSM00029430;TOMSK/RS;19170504;0.02;56;;40
RSM00029430;TOMSK/RS;19170505;0.00;44;;33
RSM00029430;TOMSK/RS;19170506;0.00;53;;39
RSM00029430;TOMSK/RS;19170507;0.00;50;;32
RSM00029430;TOMSK/RS;19170508;0.00;51;;33
RSM00029430;TOMSK/RS;19170509;0.00;57;;35
RSM00029430;TOMSK/RS;19170510;0.00;58;;39
RSM00029430;TOMSK/RS;19170511;0.00;55;;39
RSM00029430;TOMSK/RS;19170512;0.00;50;;36
RSM00029430;TOMSK/RS;19170513;0.00;58;;32
RSM00029430;TOMSK/RS;19170514;0.00;63;;52
RSM00029430;TOMSK/RS;19170515;0.14;60;;42
RSM00029430;TOMSK/RS;19170516;0.00;35;;31
RSM00029430;TOMSK/RS;19170517;0.01;53;;34
RSM00029430;TOMSK/RS;19170518;0.00;61;;49
RSM00029430;TOMSK/RS;19170519;0.00;66;;52
RSM00029430;TOMSK/RS;19170520;0.00;70;;56
RSM00029430;TOMSK/RS;19170521;0.00;54;;43
RSM00029430;TOMSK/RS;19170522;0.00;49;;31
RSM00029430;TOMSK/RS;19170523;0.00;60;;35
RSM00029430;TOMSK/RS;19170524;0.00;65;;48
RSM00029430;TOMSK/RS;19170525;0.00;71;;43
RSM00029430;TOMSK/RS;19170526;0.00;54;;50
RSM00029430;TOMSK/RS;19170527;0.00;49;;37
RSM00029430;TOMSK/RS;19170528;0.14;59;;38
RSM00029430;TOMSK/RS;19170529;0.13;49;;44
RSM00029430;TOMSK/RS;19170530;0.11;58;;45
RSM00029430;TOMSK/RS;19170531;0.06;50;;45
RSM00029430;TOMSK/RS;19170601;0.18;42;;35
RSM00029430;TOMSK/RS;19170602;0.23;39;;35
RSM00029430;TOMSK/RS;19170603;0.08;45;;39
RSM00029430;TOMSK/RS;19170604;0.22;51;;32
RSM00029430;TOMSK/RS;19170605;0.31;54;;39
RSM00029430;TOMSK/RS;19170606;0.10;55;;49
RSM00029430;TOMSK/RS;19170607;0.51;55;;49
RSM00029430;TOMSK/RS;19170608;0.04;53;;49
RSM00029430;TOMSK/RS;19170609;0.00;56;;44
RSM00029430;TOMSK/RS;19170610;0.00;62;;49
RSM00029430;TOMSK/RS;19170611;0.00;61;;53
RSM00029430;TOMSK/RS;19170612;0.10;59;;52
RSM00029430;TOMSK/RS;19170613;0.22;57;;51
RSM00029430;TOMSK/RS;19170614;0.00;51;;49
RSM00029430;TOMSK/RS;19170615;0.28;59;;45
RSM00029430;TOMSK/RS;19170616;0.00;68;;55
RSM00029430;TOMSK/RS;19170617;0.07;70;;53
RSM00029430;TOMSK/RS;19170618;0.00;60;;57
RSM00029430;TOMSK/RS;19170619;0.15;58;;54
RSM00029430;TOMSK/RS;19170620;0.02;63;;45
RSM00029430;TOMSK/RS;19170621;0.00;67;;54
RSM00029430;TOMSK/RS;19170622;0.00;75;;64
RSM00029430;TOMSK/RS;19170623;0.00;68;;60
RSM00029430;TOMSK/RS;19170624;0.11;68;;61
RSM00029430;TOMSK/RS;19170625;0.22;58;;55
RSM00029430;TOMSK/RS;19170626;0.01;58;;42
RSM00029430;TOMSK/RS;19170627;0.01;63;;56
RSM00029430;TOMSK/RS;19170628;0.00;65;;47
RSM00029430;TOMSK/RS;19170629;0.40;66;;58
RSM00029430;TOMSK/RS;19170630;0.19;61;;58
RSM00029430;TOMSK/RS;19170701;0.17;60;;56
RSM00029430;TOMSK/RS;19170702;0.00;65;;54
RSM00029430;TOMSK/RS;19170703;0.00;70;;54
RSM00029430;TOMSK/RS;19170704;0.24;71;;57
RSM00029430;TOMSK/RS;19170705;0.07;60;;56
RSM00029430;TOMSK/RS;19170706;0.00;53;;45
RSM00029430;TOMSK/RS;19170707;0.04;53;;45
RSM00029430;TOMSK/RS;19170708;0.02;55;;43
RSM00029430;TOMSK/RS;19170709;0.04;57;;51
RSM00029430;TOMSK/RS;19170710;0.00;62;;47
RSM00029430;TOMSK/RS;19170711;0.00;64;;56
RSM00029430;TOMSK/RS;19170712;0.24;67;;53
RSM00029430;TOMSK/RS;19170713;0.00;71;;63
RSM00029430;TOMSK/RS;19170714;0.00;70;;62
RSM00029430;TOMSK/RS;19170715;0.02;71;;61
RSM00029430;TOMSK/RS;19170716;0.67;68;;60
RSM00029430;TOMSK/RS;19170717;0.02;53;;51
RSM00029430;TOMSK/RS;19170718;0.02;54;;43
RSM00029430;TOMSK/RS;19170719;0.07;53;;49
RSM00029430;TOMSK/RS;19170720;0.23;60;;48
RSM00029430;TOMSK/RS;19170721;0.00;56;;53
RSM00029430;TOMSK/RS;19170722;0.00;63;;53
RSM00029430;TOMSK/RS;19170723;0.00;66;;48
RSM00029430;TOMSK/RS;19170724;0.00;68;;53
RSM00029430;TOMSK/RS;19170725;0.00;69;;52
RSM00029430;TOMSK/RS;19170726;0.04;72;;54
RSM00029430;TOMSK/RS;19170727;0.00;72;;64
RSM00029430;TOMSK/RS;19170728;0.00;73;;62
RSM00029430;TOMSK/RS;19170729;0.00;68;;60
RSM00029430;TOMSK/RS;19170730;0.07;66;;59
RSM00029430;TOMSK/RS;19170731;1.30;61;;59
RSM00029430;TOMSK/RS;19170801;0.22;63;;60
RSM00029430;TOMSK/RS;19170802;0.31;63;;58
RSM00029430;TOMSK/RS;19170803;0.00;65;;60
RSM00029430;TOMSK/RS;19170804;0.11;68;;57
RSM00029430;TOMSK/RS;19170805;0.00;63;;59
RSM00029430;TOMSK/RS;19170806;0.49;60;;49
RSM00029430;TOMSK/RS;19170807;0.08;58;;56
RSM00029430;TOMSK/RS;19170808;0.67;52;;49
RSM00029430;TOMSK/RS;19170809;0.11;56;;50
RSM00029430;TOMSK/RS;19170810;0.04;50;;44
RSM00029430;TOMSK/RS;19170811;0.09;49;;43
RSM00029430;TOMSK/RS;19170812;0.02;51;;46
RSM00029430;TOMSK/RS;19170813;0.00;48;;37
RSM00029430;TOMSK/RS;19170814;0.00;51;;41
RSM00029430;TOMSK/RS;19170815;0.01;51;;43
RSM00029430;TOMSK/RS;19170816;0.02;50;;44
RSM00029430;TOMSK/RS;19170817;0.01;51;;46
RSM00029430;TOMSK/RS;19170818;0.04;49;;43
RSM00029430;TOMSK/RS;19170819;0.00;52;;37
RSM00029430;TOMSK/RS;19170820;0.06;52;;41
RSM00029430;TOMSK/RS;19170821;0.20;51;;48
RSM00029430;TOMSK/RS;19170822;0.11;49;;44
RSM00029430;TOMSK/RS;19170823;0.05;48;;42
RSM00029430;TOMSK/RS;19170824;0.45;49;;40
RSM00029430;TOMSK/RS;19170825;0.26;50;;46
RSM00029430;TOMSK/RS;19170826;1.04;51;;44
RSM00029430;TOMSK/RS;19170827;0.00;52;;48
RSM00029430;TOMSK/RS;19170828;0.20;56;;49
RSM00029430;TOMSK/RS;19170829;0.15;49;;47
RSM00029430;TOMSK/RS;19170830;0.04;53;;44
RSM00029430;TOMSK/RS;19170831;0.46;53;;50
RSM00029430;TOMSK/RS;19170901;0.05;44;;42
RSM00029430;TOMSK/RS;19170902;0.01;51;;43
RSM00029430;TOMSK/RS;19170903;0.10;55;;48
RSM00029430;TOMSK/RS;19170904;0.00;56;;46
RSM00029430;TOMSK/RS;19170905;0.09;62;;52
RSM00029430;TOMSK/RS;19170906;0.00;51;;48
RSM00029430;TOMSK/RS;19170907;0.00;48;;38
RSM00029430;TOMSK/RS;19170908;0.00;46;;33
RSM00029430;TOMSK/RS;19170909;0.00;48;;33
RSM00029430;TOMSK/RS;19170910;0.00;54;;41
RSM00029430;TOMSK/RS;19170911;0.08;58;;48
RSM00029430;TOMSK/RS;19170912;0.17;46;;44
RSM00029430;TOMSK/RS;19170913;0.00;52;;43
RSM00029430;TOMSK/RS;19170914;0.05;50;;45
RSM00029430;TOMSK/RS;19170915;0.30;46;;44
RSM00029430;TOMSK/RS;19170916;0.25;49;;45
RSM00029430;TOMSK/RS;19170917;0.00;49;;44
RSM00029430;TOMSK/RS;19170918;0.00;56;;47
RSM00029430;TOMSK/RS;19170919;0.00;54;;48
RSM00029430;TOMSK/RS;19170920;0.00;57;;42
RSM00029430;TOMSK/RS;19170921;0.00;56;;44
RSM00029430;TOMSK/RS;19170922;0.40;56;;48
RSM00029430;TOMSK/RS;19170923;0.00;51;;47
RSM00029430;TOMSK/RS;19170924;0.00;49;;40
RSM00029430;TOMSK/RS;19170925;0.00;51;;43
RSM00029430;TOMSK/RS;19170926;0.00;52;;36
RSM00029430;TOMSK/RS;19170927;0.00;60;;48
RSM00029430;TOMSK/RS;19170928;0.05;49;;42
RSM00029430;TOMSK/RS;19170929;0.06;43;;41
RSM00029430;TOMSK/RS;19170930;0.00;51;;44
RSM00029430;TOMSK/RS;19171001;0.00;54;;43
RSM00029430;TOMSK/RS;19171002;0.00;55;;44
RSM00029430;TOMSK/RS;19171003;0.00;58;;42
RSM00029430;TOMSK/RS;19171004;0.00;47;;41
RSM00029430;TOMSK/RS;19171005;0.01;40;;36
RSM00029430;TOMSK/RS;19171006;0.49;37;;30
RSM00029430;TOMSK/RS;19171007;0.25;44;;34
RSM00029430;TOMSK/RS;19171008;0.00;40;;39
RSM00029430;TOMSK/RS;19171009;0.01;40;;31
RSM00029430;TOMSK/RS;19171010;0.00;47;;41
RSM00029430;TOMSK/RS;19171011;0.00;51;;42
RSM00029430;TOMSK/RS;19171012;0.00;50;;41
RSM00029430;TOMSK/RS;19171013;0.07;39;;31
RSM00029430;TOMSK/RS;19171014;0.04;29;;21
RSM00029430;TOMSK/RS;19171015;0.00;41;;35
RSM00029430;TOMSK/RS;19171016;0.03;33;;29
RSM00029430;TOMSK/RS;19171017;0.00;39;;33
RSM00029430;TOMSK/RS;19171018;0.00;49;;41
RSM00029430;TOMSK/RS;19171019;0.35;43;;40
RSM00029430;TOMSK/RS;19171020;0.08;18;;11
RSM00029430;TOMSK/RS;19171021;0.00;11;;4
RSM00029430;TOMSK/RS;19171022;0.00;11;;2
RSM00029430;TOMSK/RS;19171023;0.01;19;;9
RSM00029430;TOMSK/RS;19171024;0.08;24;;20
RSM00029430;TOMSK/RS;19171025;0.09;30;;25
RSM00029430;TOMSK/RS;19171026;0.13;34;;32
RSM00029430;TOMSK/RS;19171027;0.00;32;;30
RSM00029430;TOMSK/RS;19171028;0.02;30;;29
RSM00029430;TOMSK/RS;19171029;0.00;27;;23
RSM00029430;TOMSK/RS;19171030;0.00;11;;6
RSM00029430;TOMSK/RS;19171031;0.00;10;;-1
RSM00029430;TOMSK/RS;19171101;0.00;11;;5
RSM00029430;TOMSK/RS;19171102;0.00;11;;1
RSM00029430;TOMSK/RS;19171103;0.00;14;;4
RSM00029430;TOMSK/RS;19171104;0.00;13;;3
RSM00029430;TOMSK/RS;19171105;0.13;22;;8
RSM00029430;TOMSK/RS;19171106;0.09;25;;21
RSM00029430;TOMSK/RS;19171107;0.03;22;;18
RSM00029430;TOMSK/RS;19171108;0.00;27;;26
RSM00029430;TOMSK/RS;19171109;0.00;23;;19
RSM00029430;TOMSK/RS;19171110;0.00;18;;17
RSM00029430;TOMSK/RS;19171111;0.00;14;;11
RSM00029430;TOMSK/RS;19171112;0.04;17;;13
RSM00029430;TOMSK/RS;19171113;0.00;25;;22
RSM00029430;TOMSK/RS;19171114;0.43;23;;12
RSM00029430;TOMSK/RS;19171115;0.12;23;;3
RSM00029430;TOMSK/RS;19171116;0.09;-5;;-15
RSM00029430;TOMSK/RS;19171117;0.44;12;;3
RSM00029430;TOMSK/RS;19171118;0.03;19;;9
RSM00029430;TOMSK/RS;19171119;0.00;25;;20
RSM00029430;TOMSK/RS;19171120;0.00;24;;15
RSM00029430;TOMSK/RS;19171121;0.09;8;;-1
RSM00029430;TOMSK/RS;19171122;0.01;22;;14
RSM00029430;TOMSK/RS;19171123;0.01;20;;17
RSM00029430;TOMSK/RS;19171124;0.06;20;;16
RSM00029430;TOMSK/RS;19171125;0.00;25;;21
RSM00029430;TOMSK/RS;19171126;0.39;27;;23
RSM00029430;TOMSK/RS;19171127;0.05;34;;27
RSM00029430;TOMSK/RS;19171128;0.01;32;;31
RSM00029430;TOMSK/RS;19171129;0.00;22;;14
RSM00029430;TOMSK/RS;19171130;0.00;13;;5
RSM00029430;TOMSK/RS;19171201;0.00;24;;8
RSM00029430;TOMSK/RS;19171202;0.02;39;;28
RSM00029430;TOMSK/RS;19171203;0.09;24;;21
RSM00029430;TOMSK/RS;19171204;0.10;17;;13
RSM00029430;TOMSK/RS;19171205;0.00;27;;20
RSM00029430;TOMSK/RS;19171206;0.00;22;;20
RSM00029430;TOMSK/RS;19171207;0.00;17;;8
RSM00029430;TOMSK/RS;19171208;0.08;9;;-6
RSM00029430;TOMSK/RS;19171209;0.17;14;;11
RSM00029430;TOMSK/RS;19171210;0.00;-1;;-11
RSM00029430;TOMSK/RS;19171211;0.00;-19;;-25
RSM00029430;TOMSK/RS;19171212;0.04;-18;;-33
RSM00029430;TOMSK/RS;19171213;0.22;5;;-7
RSM00029430;TOMSK/RS;19171214;0.02;11;;6
RSM00029430;TOMSK/RS;19171215;0.00;4;;2
RSM00029430;TOMSK/RS;19171216;0.00;-9;;-13
RSM00029430;TOMSK/RS;19171217;0.00;-12;;-18
RSM00029430;TOMSK/RS;19171218;0.00;-15;;-17
RSM00029430;TOMSK/RS;19171219;0.00;-14;;-18
RSM00029430;TOMSK/RS;19171220;0.00;-13;;-18
RSM00029430;TOMSK/RS;19171221;0.00;-15;;-24
RSM00029430;TOMSK/RS;19171222;0.00;-18;;-27
RSM00029430;TOMSK/RS;19171223;0.00;-6;;-21
RSM00029430;TOMSK/RS;19171224;0.00;-17;;-20
RSM00029430;TOMSK/RS;19171225;0.00;-12;;-23
RSM00029430;TOMSK/RS;19171226;0.00;-16;;-22
RSM00029430;TOMSK/RS;19171227;0.04;-19;;-27
RSM00029430;TOMSK/RS;19171228;0.07;-12;;-17
RSM00029430;TOMSK/RS;19171229;0.15;-7;;-21
RSM00029430;TOMSK/RS;19171230;0.07;5;;-5
RSM00029430;TOMSK/RS;19171231;0.19;10;;6
RSM00029430;TOMSK/RS;19180101;0.03;10;;3
RSM00029430;TOMSK/RS;19180102;0.00;0;;-5
RSM00029430;TOMSK/RS;19180103;0.00;7;;-1
RSM00029430;TOMSK/RS;19180104;0.00;7;;4
RSM00029430;TOMSK/RS;19180105;0.00;6;;-3
RSM00029430;TOMSK/RS;19180106;0.00;14;;3
RSM00029430;TOMSK/RS;19180107;0.06;19;;15
RSM00029430;TOMSK/RS;19180108;0.02;18;;7
RSM00029430;TOMSK/RS;19180109;0.00;9;;3
RSM00029430;TOMSK/RS;19180110;0.00;16;;-4
RSM00029430;TOMSK/RS;19180111;0.00;18;;17
RSM00029430;TOMSK/RS;19180112;0.00;8;;1
RSM00029430;TOMSK/RS;19180113;0.01;11;;-2
RSM00029430;TOMSK/RS;19180114;0.00;7;;3
RSM00029430;TOMSK/RS;19180115;0.00;2;;-2
RSM00029430;TOMSK/RS;19180116;0.00;0;;-7
RSM00029430;TOMSK/RS;19180117;0.00;-2;;-13
RSM00029430;TOMSK/RS;19180118;0.00;14;;-2
RSM00029430;TOMSK/RS;19180119;0.05;20;;18
RSM00029430;TOMSK/RS;19180120;0.13;9;;7
RSM00029430;TOMSK/RS;19180121;0.01;6;;-3
RSM00029430;TOMSK/RS;19180122;0.00;7;;-5
RSM00029430;TOMSK/RS;19180123;0.03;-4;;-9
RSM00029430;TOMSK/RS;19180124;0.11;-6;;-10
RSM00029430;TOMSK/RS;19180125;0.29;11;;-6
RSM00029430;TOMSK/RS;19180126;0.13;11;;-1
RSM00029430;TOMSK/RS;19180127;0.07;-2;;-6
RSM00029430;TOMSK/RS;19180128;0.07;5;;-7
RSM00029430;TOMSK/RS;19180129;0.15;21;;11
RSM00029430;TOMSK/RS;19180130;0.31;26;;22
RSM00029430;TOMSK/RS;19180131;0.10;20;;12
RSM00029430;TOMSK/RS;19180201;0.09;-3;;-17
RSM00029430;TOMSK/RS;19180202;0.05;-6;;-19
RSM00029430;TOMSK/RS;19180203;0.23;10;;-14
RSM00029430;TOMSK/RS;19180204;0.15;13;;-2
RSM00029430;TOMSK/RS;19180205;0.02;-18;;-19
RSM00029430;TOMSK/RS;19180206;0.00;-21;;-26
RSM00029430;TOMSK/RS;19180207;0.06;-10;;-27
RSM00029430;TOMSK/RS;19180208;0.12;7;;-1
RSM00029430;TOMSK/RS;19180209;0.01;10;;6
RSM00029430;TOMSK/RS;19180210;0.00;9;;2
RSM00029430;TOMSK/RS;19180211;0.02;5;;-1
RSM00029430;TOMSK/RS;19180212;0.11;10;;4
RSM00029430;TOMSK/RS;19180213;0.00;13;;6
RSM00029430;TOMSK/RS;19180214;0.00;14;;-7
RSM00029430;TOMSK/RS;19180215;0.17;24;;12
RSM00029430;TOMSK/RS;19180216;0.01;18;;10
RSM00029430;TOMSK/RS;19180217;0.02;1;;-5
RSM00029430;TOMSK/RS;19180218;0.05;1;;-10
RSM00029430;TOMSK/RS;19180219;0.01;10;;4
RSM00029430;TOMSK/RS;19180220;0.00;12;;8
RSM00029430;TOMSK/RS;19180221;0.00;14;;5
RSM00029430;TOMSK/RS;19180222;0.00;9;;-11
RSM00029430;TOMSK/RS;19180223;0.00;5;;-3
RSM00029430;TOMSK/RS;19180224;0.00;4;;-15
RSM00029430;TOMSK/RS;19180225;0.00;10;;-7
RSM00029430;TOMSK/RS;19180226;0.02;11;;-2
RSM00029430;TOMSK/RS;19180227;0.00;23;;13
RSM00029430;TOMSK/RS;19180228;0.04;8;;-3
RSM00029430;TOMSK/RS;19180301;0.01;12;;6
RSM00029430;TOMSK/RS;19180302;0.00;1;;-6
RSM00029430;TOMSK/RS;19180303;0.06;8;;-12
RSM00029430;TOMSK/RS;19180304;0.09;19;;12
RSM00029430;TOMSK/RS;19180305;0.15;16;;13
RSM00029430;TOMSK/RS;19180306;0.05;16;;13
RSM00029430;TOMSK/RS;19180307;0.11;4;;-3
RSM00029430;TOMSK/RS;19180308;0.18;18;;-3
RSM00029430;TOMSK/RS;19180309;0.09;22;;18
RSM00029430;TOMSK/RS;19180310;0.09;20;;7
RSM00029430;TOMSK/RS;19180311;0.07;6;;-4
RSM00029430;TOMSK/RS;19180312;0.11;21;;6
RSM00029430;TOMSK/RS;19180313;0.04;2;;-1
RSM00029430;TOMSK/RS;19180314;0.00;-1;;-9
RSM00029430;TOMSK/RS;19180315;0.01;-6;;-25
RSM00029430;TOMSK/RS;19180316;0.00;-1;;-10
RSM00029430;TOMSK/RS;19180317;0.10;8;;-4
RSM00029430;TOMSK/RS;19180318;0.13;25;;9
RSM00029430;TOMSK/RS;19180319;0.04;24;;20
RSM00029430;TOMSK/RS;19180320;0.01;24;;15
RSM00029430;TOMSK/RS;19180321;0.09;20;;11
RSM00029430;TOMSK/RS;19180322;0.00;16;;6
RSM00029430;TOMSK/RS;19180323;0.00;18;;13
RSM00029430;TOMSK/RS;19180324;0.00;22;;12
RSM00029430;TOMSK/RS;19180325;0.00;33;;27
RSM00029430;TOMSK/RS;19180326;0.00;32;;22
RSM00029430;TOMSK/RS;19180327;0.01;36;;30
RSM00029430;TOMSK/RS;19180328;0.05;32;;29
RSM00029430;TOMSK/RS;19180329;0.01;27;;15
RSM00029430;TOMSK/RS;19180330;0.06;27;;14
RSM00029430;TOMSK/RS;19180331;0.00;13;;6
RSM00029430;TOMSK/RS;19180401;0.00;13;;6
RSM00029430;TOMSK/RS;19180402;0.00;6;;-3
RSM00029430;TOMSK/RS;19180403;0.02;18;;5
RSM00029430;TOMSK/RS;19180404;0.00;25;;5
RSM00029430;TOMSK/RS;19180405;0.04;28;;21
RSM00029430;TOMSK/RS;19180406;0.00;31;;26
RSM00029430;TOMSK/RS;19180407;0.00;33;;27
